hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0008332,Mild hypertriglyceridemia,,,,Mild hypertriglyceridemia,
HP:0008333,"Elevated long chain fatty acids in plasma, fibroblasts and amniocytes",,,,"Elevated long chain fatty acids in plasma, fibroblasts and amniocytes",
HP:0008334,Mild hyperammonemia,,,,Mild hyperammonemia,
HP:0008335,Renal aminoaciduria,Renal aminoaciduria,,,Renal aminoaciduria,
HP:0008336,Complex organic aciduria,Complex organic aciduria,,,Complex organic aciduria,
HP:0008337,Prolonged bleeding time 15-to->30 minutes,,,,Prolonged bleeding time 15-to->30 minutes,
HP:0008338,Partial functional complement factor D deficiency,Partial functional complement factor D deficiency,,,Partial functional complement factor D deficiency,
HP:0008339,Diaminoaciduria,Diaminoaciduria,,,Diaminoaciduria,
HP:0008340,Decreased serum igg,,,,Decreased serum igg,
HP:0008341,"Renal tubular acidosis, type i",Distal renal tubular acidosis,,,"Renal tubular acidosis, type i",
HP:0008342,Mildly elevated transaminases,,,,Mildly elevated transaminases,
HP:0008343,Increased LDL cholesterol,,,,Increased LDL cholesterol,
HP:0008344,Elevated plasma branched chain amino acids,Elevated plasma branched chain amino acids,,,Elevated plasma branched chain amino acids,
HP:0008345,Hypoplasia of the iris dilator muscle,Hypoplasia of the iris dilator muscle,,,Hypoplasia of the iris dilator muscle,
HP:0008346,Increased red cell sickling tendency,Increased red cell sickling tendency,,,Increased red cell sickling tendency,
HP:0008347,"Decreased activity of mitochondrial respiratory complexes i, ii+iii, and iv",Decreased activity of mitochondrial complex IV,,none,"Decreased activity of mitochondrial respiratory complexes i, ii+iii, and iv",
HP:0008348,"Reduced IgG levels, particularly the IgG2 subclass",Decreased circulating IgG2 level,HP:0008310,,"Reduced IgG levels, particularly the IgG2 subclass",
HP:0008349,Combined factor viii and factor ix deficiency,,,,Combined factor viii and factor ix deficiency,
HP:0008350,Reduced iga levels,,,,Reduced iga levels,
HP:0008351,Direct hyperbilirubinemia,,,,Direct hyperbilirubinemia,
HP:0008352,Platelet adhesion and aggregation decreased,Impaired platelet adhesion,,,Platelet adhesion and aggregation decreased,
HP:0008353,Neutral hyperaminoaciduria,Neutral hyperaminoaciduria,,,Neutral hyperaminoaciduria,
HP:0008354,Factor X activation deficiency,Factor X activation deficiency,,,Factor X activation deficiency,
HP:0008355,Combined factor vii and viii deficiency,,,,Combined factor vii and viii deficiency,
HP:0008356,Combined hyperlipidemia,obsolete Combined hyperlipidemia,,,Combined hyperlipidemia,
HP:0008357,Partial deficiency of factor XIII:C,Reduced factor XIII activity,,,Partial deficiency of factor XIII:C,
HP:0008358,Hyperprolinemia,Hyperprolinemia,,none,Hyperprolinemia,
HP:0008359,Mild elevation of cholesterol,,,,Mild elevation of cholesterol,
HP:0008360,Neonatal hypoproteinemia,Neonatal hypoproteinemia,,,Neonatal hypoproteinemia,
HP:0008361,Corticospinal tract pallor,Corticospinal tract pallor,,,Corticospinal tract pallor,
HP:0008362,Aplasia/Hypoplasia of the hallux,Aplasia/Hypoplasia of the hallux,HP:0004694HP:0008118HP:0008126,congenital abnormality,Aplasia/Hypoplasia of the hallux,
HP:0008363,Aplasia/Hypoplasia of the tarsal bones,Aplasia/Hypoplasia of the tarsal bones,HP:0008109,congenital abnormality,Aplasia/Hypoplasia of the tarsal bones,
HP:0008364,Abnormality of the calcaneus,Abnormality of the calcaneus,,,Abnormality of the calcaneus,
HP:0008365,Abnormality of the talus,Abnormality of the talus,,,Abnormality of the talus,
HP:0008366,Contractures involving the joints of the feet,Contractures involving the joints of the feet,,none,Contractures involving the joints of the feet,
HP:0008368,Synostosis involving tarsal bones,Tarsal synostosis,HP:0001851HP:0001957HP:0008092HP:0100330,,Synostosis involving tarsal bones,
HP:0008369,Abnormal ossification of tarsal bones,Abnormal tarsal ossification,,,Abnormal ossification of tarsal bones,
HP:0008371,Abnormal ossification involving metatarsal bones,Abnormal metatarsal ossification,,,Abnormal ossification involving metatarsal bones,
HP:0008372,Abnormality of vitamin A metabolism,Abnormality of vitamin A metabolism,,,Abnormality of vitamin A metabolism,
HP:0008373,Puberty and gonadal disorders,Puberty and gonadal disorders,HP:0000827,none,Puberty and gonadal disorders,
HP:0008374,"Weak, high-pitched voice",,,,"Weak, high-pitched voice",
HP:0008375,"Vocal impairment, severe, due to laryngeal cartilage abnormalities",,,,"Vocal impairment, severe, due to laryngeal cartilage abnormalities",
HP:0008376,"Nasal, dysarthic speech","Nasal, dysarthic speech",,none,"Nasal, dysarthic speech",
HP:0008377,"High-pitched, coarse voice",,,,"High-pitched, coarse voice",
HP:0008378,"Harsh, quivering, high-pitched, weak voice",,,,"Harsh, quivering, high-pitched, weak voice",
HP:0008379,"Small, high-pitched voice",,,,"Small, high-pitched voice",
HP:0008380,"Tubular nails, fifth fingers",,,,"Tubular nails, fifth fingers",
HP:0008382,Dystrophic thickened nails,,,,Dystrophic thickened nails,
HP:0008383,Slow-growing nails,Slow-growing nails,HP:0008411,none,Slow-growing nails,
HP:0008384,Aplastic/hypoplastic fingernails,,,congenital abnormality,Aplastic/hypoplastic fingernails,
HP:0008386,Aplasia/Hypoplasia of the nails,Aplasia/Hypoplasia of the nails,HP:0008385,congenital abnormality,Aplasia/Hypoplasia of the nails,
HP:0008387,Nail dysplasia/aplasia,,,,Nail dysplasia/aplasia,
HP:0008388,Abnormality of the toenails,Abnormal toenail morphology,,non-facial dysmorphism,Abnormality of the toenails,
HP:0008390,Recurrent loss of toenails and fingernails,Recurrent loss of toenails and fingernails,,,Recurrent loss of toenails and fingernails,
HP:0008391,Mildly dystrophic fingernails,Dystrophic fingernails,,non-facial dysmorphism,Mildly dystrophic fingernails,
HP:0008392,Subungual hyperkeratosis,Subungual hyperkeratosis,,non-facial dysmorphism,Subungual hyperkeratosis,
HP:0008393,"Congenital curved nail, fourth toe",Congenital curved nail of fourth toe,,,"Congenital curved nail, fourth toe",
HP:0008394,Congenital onychodystrophy,Congenital onychodystrophy,,,Congenital onychodystrophy,
HP:0008395,Onychogryphosis of large toenails,,,,Onychogryphosis of large toenails,
HP:0008396,Chronic monilial nail infection,Chronic monilial nail infection,,none,Chronic monilial nail infection,
HP:0008397,Small fissured dystrophic nails,,,,Small fissured dystrophic nails,
HP:0008398,Hypoplastic to absent fifth finger- and toenails,Hypoplastic fifth fingernail,HP:0200103,congenital abnormality,Hypoplastic to absent fifth finger- and toenails,
HP:0008399,Circumungual hyperkeratosis,Circumungual hyperkeratosis,,,Circumungual hyperkeratosis,
HP:0008400,Onycholysis of distal fingernails,Onycholysis of distal fingernails,,,Onycholysis of distal fingernails,
HP:0008401,Onychogryposis of toenails,Onychogryposis of toenails,HP:0008395HP:0008405,,Onychogryposis of toenails,
HP:0008402,Longitudinally grooved fingernails,Ridged fingernail,,non-facial dysmorphism,Longitudinally grooved fingernails,
HP:0008403,Onychodysplasia may be present,,,,Onychodysplasia may be present,
HP:0008404,"Nail dystrophy, variable",Nail dystrophy,HP:0008382HP:0008397HP:0008408,congenital abnormality,"Nail dystrophy, variable",
HP:0008406,Short and broad fingernails,,,non-facial dysmorphism,Short and broad fingernails,
HP:0008407,Hyperconvex thumb nails,Hyperconvex thumb nails,,non-facial dysmorphism,Hyperconvex thumb nails,
HP:0008408,"Onychodystrophy, severe",,,,"Onychodystrophy, severe",
HP:0008409,Absent/dysplastic nails,,,,Absent/dysplastic nails,
HP:0008410,Subungual hyperkeratotic fragments,Subungual hyperkeratotic fragments,,,Subungual hyperkeratotic fragments,
HP:0008411,"Short, thin, slow growing nails",,,,"Short, thin, slow growing nails",
HP:0008412,"Small, dysplastic nails",,,,"Small, dysplastic nails",
HP:0008413,Nail dystrophy with overcurvature,,,,Nail dystrophy with overcurvature,
HP:0008414,Lumbar kyphosis in infancy,Lumbar kyphosis in infancy,,,Lumbar kyphosis in infancy,
HP:0008416,Six lumbar vertebrae,Six lumbar vertebrae,,congenital abnormality,Six lumbar vertebrae,
HP:0008417,Vertebral hypoplasia,Vertebral hypoplasia,HP:0008431,congenital abnormality,Vertebral hypoplasia,
HP:0008418,Squared-off platyspondyly,Squared-off platyspondyly,,,Squared-off platyspondyly,
HP:0008419,Degeneration of intervertebral disks,Intervertebral disc degeneration,,,Degeneration of intervertebral disks,
HP:0008420,Punctate vertebral calcifications,Punctate vertebral calcifications,,,Punctate vertebral calcifications,
HP:0008421,Tall lumbar vertebral bodies,Tall lumbar vertebral bodies,,,Tall lumbar vertebral bodies,
HP:0008422,Wedge-shaped vertebrae,Vertebral wedging,,congenital abnormality,Wedge-shaped vertebrae,
HP:0008423,Spinal dysplasia,Spinal dysplasia,,,Spinal dysplasia,
HP:0008424,Hypoplastic 5th lumbar vertebrae,Hypoplastic 5th lumbar vertebrae,,,Hypoplastic 5th lumbar vertebrae,
HP:0008425,Cuboid-shaped thoracolumbar vertebral bodies,Cuboid-shaped thoracolumbar vertebral bodies,,,Cuboid-shaped thoracolumbar vertebral bodies,
HP:0008428,Vertebral clefts,Vertebral clefting,HP:0000942,,Vertebral clefts,
HP:0008429,"Small, flat cervical vertebrae",,,,"Small, flat cervical vertebrae",
HP:0008430,Mild anterior beaking of lumbar vertebrae,Anterior beaking of lumbar vertebrae,HP:0005664,none,Mild anterior beaking of lumbar vertebrae,
HP:0008432,Anterior wedging of l1 and l2,Anterior wedging of L1,,,Anterior wedging of l1 and l2,
HP:0008433,Reversed usual vertebral column curves,Reversed usual vertebral column curves,,,Reversed usual vertebral column curves,
HP:0008434,Hypoplastic cervical vertebrae,Hypoplastic cervical vertebrae,HP:0008415,,Hypoplastic cervical vertebrae,
HP:0008435,Absent in utero ossification of vertebral bodies,Absent in utero ossification of vertebral bodies,,,Absent in utero ossification of vertebral bodies,
HP:0008436,Absent/hypoplastic coccyx,Absent/hypoplastic coccyx,,,Absent/hypoplastic coccyx,
HP:0008437,Bifid thoracic vertebrae,Bifid thoracic vertebrae,,,Bifid thoracic vertebrae,
HP:0008438,Vertebral arch abnormalities,Vertebral arch anomaly,,,Vertebral arch abnormalities,
HP:0008439,Lumbar hemivertebrae,Lumbar hemivertebrae,,,Lumbar hemivertebrae,
HP:0008440,C1-C2 vertebral abnormality,C1-C2 vertebral abnormality,,,C1-C2 vertebral abnormality,
HP:0008441,Herniation of intervertebral nuclei,Herniation of intervertebral nuclei,,none,Herniation of intervertebral nuclei,
HP:0008442,Vertebral hyperostosis,Vertebral hyperostosis,,,Vertebral hyperostosis,
HP:0008443,Spinal deformities,Spinal deformities,,congenital abnormality,Spinal deformities,
HP:0008444,Posterior wedging of vertebral bodies,Posterior wedging of vertebral bodies,,,Posterior wedging of vertebral bodies,
HP:0008445,Narrow cervical spinal canal,Cervical spinal canal stenosis,,congenital abnormality,Narrow cervical spinal canal,
HP:0008446,Spinal stenosis,,,,Spinal stenosis,
HP:0008447,Hypoplastic coccygeal vertebrae,Hypoplastic coccygeal vertebrae,,,Hypoplastic coccygeal vertebrae,
HP:0008448,Mild interpedicular narrowing,,,,Mild interpedicular narrowing,
HP:0008449,Progressive cervical vertebral spine fusion,Progressive cervical vertebral spine fusion,,,Progressive cervical vertebral spine fusion,
HP:0008450,Narrow vertebral interpedicular distance,Narrow vertebral interpedicular distance,HP:0008426HP:0008448HP:0008474,congenital abnormality,Narrow vertebral interpedicular distance,
HP:0008451,Posterior vertebral hypoplasia,Posterior vertebral hypoplasia,,,Posterior vertebral hypoplasia,
HP:0008452,Wafer-thin platyspondyly,Wafer-thin platyspondyly,,,Wafer-thin platyspondyly,
HP:0008453,Congenital kyphoscoliosis,Congenital kyphoscoliosis,,,Congenital kyphoscoliosis,
HP:0008454,Lumbar kyphosis,Lumbar kyphosis,HP:0008487,congenital abnormality,Lumbar kyphosis,
HP:0008455,Dysplastic sacrum,Dysplastic sacrum,,congenital abnormality,Dysplastic sacrum,
HP:0008456,C2-C3 subluxation,C2-C3 subluxation,,,C2-C3 subluxation,
HP:0008457,Caudal narrowing of interpedicular distances,Caudal interpedicular narrowing,,congenital abnormality,Caudal narrowing of interpedicular distances,
HP:0008458,"Congenital scoliosis, progressive",Progressive congenital scoliosis,,,"Congenital scoliosis, progressive",
HP:0008459,Cervical vertebral agenesis,Cervical vertebral agenesis,,,Cervical vertebral agenesis,
HP:0008460,Hypoplastic spinal processes,Hypoplastic spinal processes,,,Hypoplastic spinal processes,
HP:0008461,Cervical vertebral facet hypoplasia,Cervical vertebral facet hypoplasia,,,Cervical vertebral facet hypoplasia,
HP:0008462,Cervical instability,Cervical instability,,,Cervical instability,
HP:0008463,Central vertebral hypoplasia,Central vertebral hypoplasia,,,Central vertebral hypoplasia,
HP:0008464,Absent spinous processes of lower thoracic and lumbar vertebrae,Absent spinous processes of lower thoracic and lumbar vertebrae,,,Absent spinous processes of lower thoracic and lumbar vertebrae,
HP:0008465,Absent vertebrae,Absent vertebra,,congenital abnormality,Absent vertebrae,
HP:0008467,Thoracic hemivertebrae,Thoracic hemivertebrae,HP:0004604,congenital abnormality,Thoracic hemivertebrae,
HP:0008468,Abnormal sacral segmentation,Abnormal sacral segmentation,,,Abnormal sacral segmentation,
HP:0008469,Cervical vertebral dysplasia,Cervical vertebral dysplasia,,congenital abnormality,Cervical vertebral dysplasia,
HP:0008470,Narrowness of interpediculate distances in lower thoracic regions,Lower thoracic interpediculate narrowness,,,Narrowness of interpediculate distances in lower thoracic regions,
HP:0008471,Vertebral bodies show complete fusion,,,,Vertebral bodies show complete fusion,
HP:0008472,Prominent protruding coccyx,Prominent protruding coccyx,,,Prominent protruding coccyx,
HP:0008473,Narrow anterio-posterior vertebral body diameter,Narrow anterio-posterior vertebral body diameter,HP:0005732,,Narrow anterio-posterior vertebral body diameter,
HP:0008475,Hypoplastic sacral vertebrae,Hypoplastic sacral vertebrae,,,Hypoplastic sacral vertebrae,
HP:0008476,Irregular sclerotic endplates,Irregular sclerotic endplates,HP:0004624,,Irregular sclerotic endplates,
HP:0008477,"Hypoplastic, poorly ossified cervical vertebrae",Poorly ossified cervical vertebrae,,,"Hypoplastic, poorly ossified cervical vertebrae",
HP:0008478,Scheuermann-like vertebral changes,Scheuermann-like vertebral changes,,,Scheuermann-like vertebral changes,
HP:0008479,Hypoplastic vertebral bodies,Hypoplastic vertebral bodies,HP:0002773,,Hypoplastic vertebral bodies,
HP:0008480,Cervical spondylosis,Cervical spondylosis,,none,Cervical spondylosis,
HP:0008481,Mild odontoid hypoplasia,,,,Mild odontoid hypoplasia,
HP:0008482,Asymmetry of spinal facet joints,Asymmetry of spinal facet joints,,,Asymmetry of spinal facet joints,
HP:0008483,Cervical vertebral bodies with decreased anteroposterior diameter,Cervical vertebral bodies with decreased anteroposterior diameter,,,Cervical vertebral bodies with decreased anteroposterior diameter,
HP:0008484,Narrow thoracolumbar interpediculate distance,Thoracolumbar interpediculate narrowness,,,Narrow thoracolumbar interpediculate distance,
HP:0008486,Decreasing lumbar vertebrae interpediculate distance,Lumbar interpedicular narrowing,,,Decreasing lumbar vertebrae interpediculate distance,
HP:0008488,Anterior rounding of vertebral bodies,Anterior rounding of vertebral bodies,,,Anterior rounding of vertebral bodies,
HP:0008489,Spondylolisthesis of l5 on s1,Spondylolisthesis at L5-S1,HP:0005779,,Spondylolisthesis of l5 on s1,
HP:0008490,Sacral segmentation defects,Sacral segmentation defect,,,Sacral segmentation defects,
HP:0008491,Premature anterior fontanel closure,Premature anterior fontanel closure,,non-facial dysmorphism,Premature anterior fontanel closure,
HP:0008492,Premature craniosynostosis,,,,Premature craniosynostosis,
HP:0008493,"Low, sloping forehead",,,facial dysmorphism,"Low, sloping forehead",
HP:0008494,Inferior lens subluxation,Inferior lens subluxation,,,Inferior lens subluxation,
HP:0008495,Visual impairment from optic nerve compression,,,,Visual impairment from optic nerve compression,
HP:0008496,Multiple rows of eyelashes,Multiple rows of eyelashes,,,Multiple rows of eyelashes,
HP:0008497,Congenital craniofacial dysostosis,Congenital craniofacial dysostosis,,,Congenital craniofacial dysostosis,
HP:0008498,No permanent dentition,No permanent dentition,,,No permanent dentition,
HP:0008499,High-grade hypermetropia,High hypermetropia,,none,High-grade hypermetropia,
HP:0008500,"Sloping, narrow forehead",,,facial dysmorphism,"Sloping, narrow forehead",
HP:0008501,Median cleft lip/palate,Median cleft lip and palate,HP:0009089,congenital abnormality,Median cleft lip/palate,
HP:0008502,Slight corneal clouding,,,,Slight corneal clouding,
HP:0008503,Nonsyndromal hydrocephalus,,,none,Nonsyndromal hydrocephalus,
HP:0008504,Moderate sensorineural hearing impairment,Moderate sensorineural hearing impairment,,none,Moderate sensorineural hearing impairment,
HP:0008505,Bowed and upward slanting eyebrows,,,,Bowed and upward slanting eyebrows,
HP:0008506,Central retinitis pigmentosa,,,,Central retinitis pigmentosa,
HP:0008507,Static ophthalmoparesis,Static ophthalmoparesis,,,Static ophthalmoparesis,
HP:0008509,Aged leonine appearance,Aged leonine appearance,,,Aged leonine appearance,
HP:0008510,Narrow retinal arterioles,,,,Narrow retinal arterioles,
HP:0008511,Central posterior corneal opacities,Central posterior corneal opacity,,,Central posterior corneal opacities,
HP:0008512,Plagiobrachycephaly,,,non-facial dysmorphism,Plagiobrachycephaly,
HP:0008513,Bilateral conductive deafness,Bilateral conductive hearing impairment,HP:0008536,none,Bilateral conductive deafness,
HP:0008515,Aplasia/Hypoplasia of the vertebrae,Aplasia/Hypoplasia of the vertebrae,,,Aplasia/Hypoplasia of the vertebrae,
HP:0008516,Abnormality of the vertebral spinous processes,Abnormality of the vertebral spinous processes,,congenital abnormality,Abnormality of the vertebral spinous processes,
HP:0008517,Aplasia/Hypoplasia of the sacrum,Aplasia/Hypoplasia of the sacrum,,congenital abnormality,Aplasia/Hypoplasia of the sacrum,
HP:0008518,Aplasia/Hypoplasia involving the vertebral column,Aplasia/Hypoplasia involving the vertebral column,,,Aplasia/Hypoplasia involving the vertebral column,
HP:0008519,Abnormality of the coccyx,Abnormality of the coccyx,HP:0002830,congenital abnormality,Abnormality of the coccyx,
HP:0008520,"Sensorineural hearing loss, profound congenital",,,,"Sensorineural hearing loss, profound congenital",
HP:0008521,"Hearing loss, profound congenital sensorineural",,,,"Hearing loss, profound congenital sensorineural",
HP:0008522,High-frequency deafness,,,,High-frequency deafness,
HP:0008523,Pits in posterior aspect of ear helices,Posterior helix pit,,facial dysmorphism,Pits in posterior aspect of ear helices,
HP:0008524,Chronic ear infection,,,,Chronic ear infection,
HP:0008525,Congenital conductive deafness,,,,Congenital conductive deafness,
HP:0008526,"Vestibular areflexia, complete",,,,"Vestibular areflexia, complete",
HP:0008527,Congenital sensorineural hearing impairment,Congenital sensorineural hearing impairment,HP:0004455HP:0004457HP:0008520HP:0008521HP:0008540HP:0008543HP:0008545HP:0008546HP:0008556HP:0008558HP:0008561HP:0008571HP:0008603HP:0008612HP:0008620,none,Congenital sensorineural hearing impairment,
HP:0008528,Long hairs growing from helix of pinna,Long hairs growing from helix of pinna,,,Long hairs growing from helix of pinna,
HP:0008529,Absent middle ear reflexes,Absence of acoustic reflex,HP:0008595,,Absent middle ear reflexes,
HP:0008530,Bilateral sensorineural deafness,,,,Bilateral sensorineural deafness,
HP:0008531,"Simple, cup-shaped ears",,,non-facial dysmorphism,"Simple, cup-shaped ears",
HP:0008534,"Hearing loss, sensorineural, severe to profound",,,,"Hearing loss, sensorineural, severe to profound",
HP:0008535,"Small, posteriorly rotated ears",,,non-facial dysmorphism,"Small, posteriorly rotated ears",
HP:0008536,Bilateral conductive hearing loss,,,none,Bilateral conductive hearing loss,
HP:0008537,Cleft at the superior portion of the pinna,Cleft at the superior portion of the pinna,,,Cleft at the superior portion of the pinna,
HP:0008538,Sensorineural deafness,,,none,Sensorineural deafness,
HP:0008540,Bilateral congenital sensorineural deafness,,,,Bilateral congenital sensorineural deafness,
HP:0008541,Superiorly displaced ears,Superiorly displaced ears,,,Superiorly displaced ears,
HP:0008542,Low-frequency hearing loss,Low-frequency hearing loss,,none,Low-frequency hearing loss,
HP:0008543,"Hearing loss, congenital sensorineural",,,,"Hearing loss, congenital sensorineural",
HP:0008544,Abnormally folded helix,Abnormally folded helix,,facial dysmorphism,Abnormally folded helix,
HP:0008545,Congenital perceptive deafness,,,,Congenital perceptive deafness,
HP:0008549,Progressive cartilaginous ossification of pinnae,,,,Progressive cartilaginous ossification of pinnae,
HP:0008550,Bilateral microtia,,,,Bilateral microtia,
HP:0008551,Hypoplasia of the external ear,Microtia,HP:0000393HP:0000409HP:0008550HP:0008618HP:0008621,facial dysmorphism,Hypoplasia of the external ear,
HP:0008553,"Hearing loss, sensorineural, due to auditory neuropathy",,,,"Hearing loss, sensorineural, due to auditory neuropathy",
HP:0008554,Cochlear malformation,Cochlear malformation,,,Cochlear malformation,
HP:0008555,Absent vestibular function,Absent vestibular function,,,Absent vestibular function,
HP:0008556,Bilateral congenital profound sensorineural hearing loss,,,,Bilateral congenital profound sensorineural hearing loss,
HP:0008557,Neonatal cystic lesions of the pinnae,,,,Neonatal cystic lesions of the pinnae,
HP:0008559,Hypoplastic superior helix,Hypoplastic superior helix,HP:0008627,facial dysmorphism,Hypoplastic superior helix,
HP:0008560,Severe hearing defect,,,,Severe hearing defect,
HP:0008562,Poorly formed pinnae,,,non-facial dysmorphism,Poorly formed pinnae,
HP:0008563,Profound congenital deafness,,,,Profound congenital deafness,
HP:0008564,External auditory canal stenosis/atresia,,,congenital abnormality,External auditory canal stenosis/atresia,
HP:0008565,Profound sensorineural hearing loss,,,,Profound sensorineural hearing loss,
HP:0008568,Vestibular areflexia,Vestibular areflexia,HP:0008526,,Vestibular areflexia,
HP:0008569,"Small, malformed ears","Microtia, second degree",,facial dysmorphism,"Small, malformed ears",
HP:0008570,"Hypoplastic, overfolded helices",,,,"Hypoplastic, overfolded helices",
HP:0008571,"Profound, congenital, neurosensory, nonsyndromal deafness",,,,"Profound, congenital, neurosensory, nonsyndromal deafness",
HP:0008572,External ear malformation,External ear malformation,HP:0008594,congenital abnormality,External ear malformation,
HP:0008573,"Progressive, low-frequency sensorineural hearing loss",Low-frequency sensorineural hearing impairment,,,"Progressive, low-frequency sensorineural hearing loss",
HP:0008574,Severe early sensorineural hearing loss,,,,Severe early sensorineural hearing loss,
HP:0008576,"Hearing loss, sensorineural, moderate-severe",,,,"Hearing loss, sensorineural, moderate-severe",
HP:0008577,Poorly folded helices,Underfolded helix,,facial dysmorphism,Poorly folded helices,
HP:0008578,Multiple preauricular ear tags and pits,,,non-facial dysmorphism,Multiple preauricular ear tags and pits,
HP:0008579,"Bilateral sensorineural deafness, high frequency",,,,"Bilateral sensorineural deafness, high frequency",
HP:0008580,Minor malformation of the auricles,,,,Minor malformation of the auricles,
HP:0008581,Early conductive hearing loss,,,,Early conductive hearing loss,
HP:0008583,Unfolded superior helices,Underfolded superior helices,,,Unfolded superior helices,
HP:0008584,Progressive high-frequency hearing loss,,,none,Progressive high-frequency hearing loss,
HP:0008586,Hypoplasia of the cochlea,Hypoplasia of the cochlea,,,Hypoplasia of the cochlea,
HP:0008587,Mild neurosensory hearing impairment,Mild neurosensory hearing impairment,,none,Mild neurosensory hearing impairment,
HP:0008588,Slit-like openings of the exterior auditory meatus,Slit-like opening of the exterior auditory meatus,,,Slit-like openings of the exterior auditory meatus,
HP:0008589,Hypoplastic helices,Hypoplastic helices,,facial dysmorphism,Hypoplastic helices,
HP:0008590,Progressive childhood hearing loss,,,,Progressive childhood hearing loss,
HP:0008591,Congenital conductive hearing loss,Congenital conductive hearing impairment,HP:0008525,none,Congenital conductive hearing loss,
HP:0008592,Bilateral progressive sensorineural hearing loss,,,,Bilateral progressive sensorineural hearing loss,
HP:0008593,Prominent antitragus,Prominent antitragus,,facial dysmorphism,Prominent antitragus,
HP:0008594,Variable external ear malformation,,,,Variable external ear malformation,
HP:0008595,Absence of acoustic middle ear muscle reflexes,,,,Absence of acoustic middle ear muscle reflexes,
HP:0008596,Progressive postlingual sensorineural,Postlingual sensorineural hearing impairment,,,Progressive postlingual sensorineural,
HP:0008598,Mild conductive hearing impairment,Mild conductive hearing impairment,,none,Mild conductive hearing impairment,
HP:0008599,Late sensorineural hearing loss,,,,Late sensorineural hearing loss,
HP:0008600,"Low-set, cup-shaped ears",,,non-facial dysmorphism,"Low-set, cup-shaped ears",
HP:0008601,"Hearing loss, sensorineural, bilateral, progressive",,,,"Hearing loss, sensorineural, bilateral, progressive",
HP:0008603,Congenital severe sensorineural hearing impairment,,,,Congenital severe sensorineural hearing impairment,
HP:0008604,Transverse earlobe creases,,,,Transverse earlobe creases,
HP:0008605,Unilateral external ear deformity,Unilateral external ear deformity,,,Unilateral external ear deformity,
HP:0008606,Supraauricular pit,Supraauricular pit,,,Supraauricular pit,
HP:0008607,Progressive conductive deafness,Progressive conductive hearing impairment,,none,Progressive conductive deafness,
HP:0008608,Hypertrophic auricular cartilage,Hypertrophic auricular cartilage,,,Hypertrophic auricular cartilage,
HP:0008609,Middle ear malformations,Morphological abnormality of the middle ear,,congenital abnormality,Middle ear malformations,
HP:0008610,Infantile sensorineural hearing impairment,Infantile sensorineural hearing impairment,,none,Infantile sensorineural hearing impairment,
HP:0008611,"Sensorineural hearing loss, mild to moderate",,,,"Sensorineural hearing loss, mild to moderate",
HP:0008612,"Hearing loss, congenital, sensorineural, moderate-severe",,,,"Hearing loss, congenital, sensorineural, moderate-severe",
HP:0008613,"Nonprogressive sensorineural hearing loss limited to the 1,500-8,000 Hz range",,,,"Nonprogressive sensorineural hearing loss limited to the 1,500-8,000 Hz range",
HP:0008614,"Hearing loss, sensorineural, mild-to moderate",,,,"Hearing loss, sensorineural, mild-to moderate",
HP:0008615,Late onset sensorineural deafness,Adult onset sensorineural hearing impairment,HP:0008532HP:0008599,none,Late onset sensorineural deafness,
HP:0008616,"Small/rudimentary tragus, antitragus and lobule",,,,"Small/rudimentary tragus, antitragus and lobule",
HP:0008617,Progressive bilateral sensorineural hearing loss,,,,Progressive bilateral sensorineural hearing loss,
HP:0008619,Bilateral sensorineural hearing impairment,Bilateral sensorineural hearing impairment,HP:0008530HP:0008539HP:0008579HP:0008585,none,Bilateral sensorineural hearing impairment,
HP:0008620,Congenital sensorineural deafness,,,none,Congenital sensorineural deafness,
HP:0008621,Hypoplastic pinna,,,,Hypoplastic pinna,
HP:0008622,Recurrent otitis media in infancy and childhood,,,none,Recurrent otitis media in infancy and childhood,
HP:0008623,Susceptibility to otitis media,,,,Susceptibility to otitis media,
HP:0008624,Recurrent otitis media in infancy,,,none,Recurrent otitis media in infancy,
HP:0008625,Severe sensorineural hearing impairment,Severe sensorineural hearing impairment,HP:0008534HP:0008574,none,Severe sensorineural hearing impairment,
HP:0008626,Congenital bilateral symmetric subtotal external auditory canal atresia,,,,Congenital bilateral symmetric subtotal external auditory canal atresia,
HP:0008628,Stapedial abnormalities,Abnormality of the stapes,,,Stapedial abnormalities,
HP:0008629,Pulsatile tinnitus,Pulsatile tinnitus,HP:0000361,,Pulsatile tinnitus,
HP:0008631,Ureteral agenesis/dysgenesis,Ureteral dysgenesis,,,Ureteral agenesis/dysgenesis,
HP:0008632,Underdeveloped penis,,,,Underdeveloped penis,
HP:0008633,Absent gonadal tissue,Agonadism,,,Absent gonadal tissue,
HP:0008634,Chronic hereditary nephritis,,,,Chronic hereditary nephritis,
HP:0008635,Hypertrophy of the urinary bladder,Hypertrophy of the urinary bladder,,,Hypertrophy of the urinary bladder,
HP:0008636,Lobular glomerulopathy,Lobular glomerulopathy,,,Lobular glomerulopathy,
HP:0008637,Rudimentary uterus and vagina,,,,Rudimentary uterus and vagina,
HP:0008638,Terminal nephrotic syndrome,,,,Terminal nephrotic syndrome,
HP:0008639,Gonadal hypoplasia,Gonadal hypoplasia,,congenital abnormality,Gonadal hypoplasia,
